id_candidato,nombre_completo_limpio,sexo_genero,partido,cargo,entidad,eleccion,experience_sector_dominant,total_public_experience_years,total_private_experience_years,economic_axis,social_axis
9218119,Humberto Alonso Morelli,M,PAN,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,13,13,,
9218121,Amílcar Augusto Villafuerte Trujillo,M,PVEM,Cámara de Diputados,Chiapas,Mayoría Relativa,Mixto,1,1,,
9218123,Rafael Acosta Croda,M,PAN,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,2,2,,
9218125,Oscar Eduardo Ramírez Aguilar,M,PVEM,Cámara de Diputados,Chiapas,Mayoría Relativa,Público,12,11,,
9218126,Mario Francisco Guillén Guillén,M,PVEM,Cámara de Diputados,Chiapas,Mayoría Relativa,Privado,2,3,,
9218127,Héctor Narcia Álvarez,M,PVEM,Cámara de Diputados,NA,Mayoría Relativa,Mixto,13,13,,
9218129,Víctor Serralde Martínez,M,PAN,Cámara de Diputados,Veracruz,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9218131,Miguel Ángel Aguayo López,M,PRI,Cámara de Diputados,Colima,Mayoría Relativa,Mixto,11,11,,
9218137,Rosa Elba Pérez Hernández,F,PVEM,Cámara de Diputados,Guanajuato,Mayoría Relativa,Mixto,6,6,,
9218139,Gabriel de Jesús Cárdenas Guízar,M,PAN,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,8,8,,
9218145,Felipe Arturo Camarena García,M,PVEM,Cámara de Diputados,Guanajuato,Mayoría Relativa,Mixto,6,6,,
9218147,Francisco Pelayo Covarrubias,M,PAN,Cámara de Diputados,Baja California Sur,Mayoría Relativa,Mixto,3,3,,
9218151,Cecilia González Gómez,F,PRI,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,13,13,,
9218153,Enrique Aubry de Castro Palomino,M,PVEM,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Público,6,5,,
9218155,Rodimiro Barrera Estrada,M,PRI,Cámara de Diputados,Michoacán,Mayoría Relativa,Público,9,6,,
9218157,Luis Olvera Correa,M,PRI,Cámara de Diputados,Michoacán,Mayoría Relativa,Público,11,6,,
9218161,Salvador Ortiz García,M,PRI,Cámara de Diputados,Michoacán,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9218171,Verónica Carreón Cervantes,F,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9218173,Joaquín Caballero Rosiñol,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,12,12,,
9218176,María Guadalupe Velázquez Díaz,F,PRI,Cámara de Diputados,Guanajuato,Mayoría Relativa,Privado,11,12,,
9218178,Agustín Barrios Gómez Segués,M,PRD,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,13,13,,
9218187,Ricardo Fidel Pacheco Rodríguez,M,PRI,Cámara de Diputados,Durango,Representación Proporcional,Público,16,5,,
9218191,Fernando Salgado Delgado,M,PRI,Cámara de Diputados,Distrito Federal,Representación Proporcional,Mixto,11,11,,
9218193,José Francisco Coronato Rodríguez,M,MC,Cámara de Diputados,Morelos,Mayoría Relativa,Mixto,12,12,,
9218195,Javier Orihuela García,M,PRD,Cámara de Diputados,Morelos,Mayoría Relativa,Público,5,3,,
9218199,Juan Luis Martínez Martínez,M,MORENA,Cámara de Diputados,Oaxaca,Mayoría Relativa,Público,4,3,,
9218203,Mario Rafael Méndez Martínez,M,PRD,Cámara de Diputados,Oaxaca,Mayoría Relativa,Mixto,12,12,,
9218205,Graciela Saldaña Fraire,F,PRD,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,7,7,,
9218219,Martha Leticia Sosa Govea,F,PAN,Cámara de Diputados,Colima,Representación Proporcional,Mixto,13,13,,
9218227,Hilda Esthela Flores Escalera,F,PRI,Cámara de Diputados,Coahuila,Representación Proporcional,Mixto,13,13,,
9218231,Roberto Ruíz Moronatti,M,PRI,Cámara de Diputados,México,Mayoría Relativa,Mixto,13,13,,
9218233,Senador Miguel Romo Medina,M,PRI,Cámara de Diputados,Aguascalientes,Primera Minoría,Mixto,4,4,,
9218234,Senador Martín Orozco Sandoval,M,PAN,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,10,10,,
9218235,Senador Fernando Herrera Ávila,M,PAN,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,12,12,,
9218236,Ruth Zavaleta Salgado,F,PVEM,Cámara de Diputados,Guerrero,Representación Proporcional,Mixto,13,13,,
9218240,José Alfredo Botello Montes,M,PAN,Cámara de Diputados,Querétaro,Representación Proporcional,Público,12,7,,
9218259,Rafael Yerena Zambrano,M,PRI,Cámara de Diputados,Jalisco,Representación Proporcional,Público,17,14,,
9218265,Esthela de Jesús Ponce Beltrán,F,PRI,Cámara de Diputados,Baja California Sur,Representación Proporcional,Público,16,14,,
9218267,Jesús Enrique Jackson Ramírez,M,PRI,Cámara de Diputados,Sinaloa,Representación Proporcional,Público,14,10,,
9218269,Martha Sofía Tamayo Morales,F,PRI,Cámara de Diputados,Sinaloa,Representación Proporcional,Mixto,15,15,,
9218297,Baltazar Manuel Hinojosa Ochoa,M,PRI,Cámara de Diputados,Tamaulipas,Representación Proporcional,Mixto,14,14,,
9218301,Javier Guerrero García,M,SIN PARTIDO,Cámara de Diputados,Coahuila,Representación Proporcional,Mixto,18,18,,
9218303,Delia Guerrero Coronado,F,PRI,Cámara de Diputados,San Luis Potosí,Representación Proporcional,Público,16,12,,
9218305,Tomás Roberto Montoya Díaz,M,PRI,Cámara de Diputados,Nuevo León,Representación Proporcional,Mixto,16,16,,
9218307,Montserrat Alicia Arcos Velázquez,F,PRI,Cámara de Diputados,Tamaulipas,Representación Proporcional,Mixto,15,15,,
9218311,Miriam Dennis Ibarra Rangel,F,PRI,Cámara de Diputados,Aguascalientes,Representación Proporcional,Mixto,16,16,,
9218323,Jorge Carlos Ramírez Marín,M,PRI,Cámara de Diputados,Yucatán,Representación Proporcional,Público,17,13,,
9218325,Ivonne Aracely Ortega Pacheco,F,PRI,Cámara de Diputados,Yucatán,Representación Proporcional,Público,16,10,,
9218337,Georgina Trujillo Zentella,F,PRI,Cámara de Diputados,Distrito Federal,Representación Proporcional,Público,17,14,,
9218339,David Aguilar Robles,M,PRI,Cámara de Diputados,Oaxaca,Representación Proporcional,Mixto,19,19,,
9218355,María Esther de Jesús Scherman Leaño,F,PRI,Cámara de Diputados,Jalisco,Representación Proporcional,Mixto,18,18,,
9218383,César Octavio Camacho Quiroz,M,PRI,Cámara de Diputados,México,Representación Proporcional,Mixto,18,18,,
9218387,Tristán Manuel Canales Najjar,M,PRI,Cámara de Diputados,Distrito Federal,Representación Proporcional,Mixto,8,8,,
9218391,Carlos Iriarte Mercado,M,PRI,Cámara de Diputados,Ciudad de México,Representación Proporcional,Mixto,17,17,,
9218395,Víctor Manuel Silva Tejeda,M,PRI,Cámara de Diputados,Michoacán,Representación Proporcional,Público,13,11,,
9218401,Nora Liliana Oropeza Olguin,F,PRI,Cámara de Diputados,Hidalgo,Representación Proporcional,Mixto,15,15,,
9218416,Gustavo Enrique Madero Muñoz,M,PAN,Cámara de Diputados,Chihuahua,Representación Proporcional,Mixto,16,16,,
9218426,Mariana Arámbula Meléndez,F,PAN,Cámara de Diputados,Jalisco,Representación Proporcional,Público,9,6,,
9218430,Nadia Haydee Vega Olivas,F,PAN,Cámara de Diputados,Sinaloa,Representación Proporcional,Privado,17,18,,
9218432,Alfredo Miguel Herrera Deras,M,PAN,Cámara de Diputados,Durango,Representación Proporcional,Mixto,18,18,,
9218436,Rafael Valenzuela Armas,M,PAN,Cámara de Diputados,Nayarit,Representación Proporcional,Mixto,13,13,,
9218438,Gina Andrea Cruz Blackledge,F,PAN,Cámara de Diputados,Baja California,Representación Proporcional,Privado,15,16,,
9218440,José Hernán Cortés Berúmen,M,PAN,Cámara de Diputados,Jalisco,Representación Proporcional,Público,17,16,,
9218452,Mayra Angélica Enríquez Vanderkam,F,PAN,Cámara de Diputados,Jalisco,Representación Proporcional,Mixto,17,17,,
9218456,Lorena del Carmen Alfaro García,F,PAN,Cámara de Diputados,Guanajuato,Representación Proporcional,Público,16,12,,
9218458,Baltazar Martínez Montemayor,M,PAN,Cámara de Diputados,Nuevo León,Representación Proporcional,Público,19,18,,
9218464,Arlette Ivette Muñoz Cervantes,F,PAN,Cámara de Diputados,Aguascalientes,Mayoría Relativa,Privado,6,10,,
9218468,Jorge López Martín,M,PAN,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,16,16,,
9218480,Jorge Ramos Hernández,M,PAN,Cámara de Diputados,Baja California,Mayoría Relativa,Privado,10,12,,
9218486,María Luisa Sánchez Meza,F,PAN,Cámara de Diputados,Baja California,Mayoría Relativa,Público,11,9,,
9218496,Leonel Gerardo Cordero Lerma,M,PAN,Cámara de Diputados,Zacatecas,Representación Proporcional,Público,13,9,,
9218498,Brenda Velázquez Valdez,F,PAN,Cámara de Diputados,Nuevo León,Representación Proporcional,Público,14,13,,
9218514,Miguel Ángel Yunes Linares,M,PAN,Cámara de Diputados,Veracruz,Representación Proporcional,Mixto,9,9,,
9218518,Joaquín Jesús Díaz Mena,M,PAN,Cámara de Diputados,Yucatán,Representación Proporcional,Mixto,16,16,,
9218522,Enrique Cambranis Torres,M,PAN,Cámara de Diputados,Veracruz,Representación Proporcional,Mixto,17,17,,
9218528,Patricia Sánchez Carrillo,F,PAN,Cámara de Diputados,Yucatán,Representación Proporcional,Público,14,12,,
9218546,Luz Argelia Paniagua Figueroa,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Mixto,13,13,,
9218548,Víctor Ernesto Ibarra Montoya,M,PAN,Cámara de Diputados,Sinaloa,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9218562,Juan Alberto Blanco Zaldívar,M,PAN,Cámara de Diputados,Chihuahua,Mayoría Relativa,Mixto,12,12,,
9218566,Jorge Triana Tena,M,PAN,Cámara de Diputados,NA,Mayoría Relativa,Privado,15,16,,
9218570,Héctor Barrera Marmolejo,M,PAN,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Privado,10,11,,
9218574,María Verónica Agundis Estrada,F,PAN,Cámara de Diputados,Guanajuato,Mayoría Relativa,Mixto,16,16,,
9218588,Eukid Castañón Herrera,M,PAN,Cámara de Diputados,Puebla,Representación Proporcional,Mixto,12,12,,
9218594,María Guadalupe Cecilia Romero Castillo,F,PAN,Cámara de Diputados,Distrito Federal,Representación Proporcional,Público,18,17,,
9218596,Santiago Taboada Cortina,M,PAN,Cámara de Diputados,Distrito Federal,Representación Proporcional,Mixto,14,14,,
9218604,Ximena Tamariz García,F,PAN,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Privado,12,13,,
9218610,Carlos Alberto de la Fuente Flores,M,PAN,Cámara de Diputados,Nuevo León,Mayoría Relativa,Público,17,14,,
9218614,José Adrián González Navarro,M,PAN,Cámara de Diputados,NA,Mayoría Relativa,Público,16,12,,
9218630,Genoveva Huerta Villegas,F,PAN,Cámara de Diputados,Puebla,Mayoría Relativa,Mixto,17,17,,
9218656,Ulises Ramírez Núñez,M,PAN,Cámara de Diputados,Distrito Federal,Representación Proporcional,Mixto,16,16,,
9218660,Minerva Hernández Ramos,F,PAN,Cámara de Diputados,Tlaxcala,Representación Proporcional,Público,15,14,,
9218662,María de los Ángeles Rodríguez Aguirre,F,PAN,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,10,10,,
9218664,Marko Antonio Cortés Mendoza,M,PAN,Cámara de Diputados,Michoacán,Representación Proporcional,Mixto,13,13,,
9218666,Gretel Culin Jaime,F,PAN,Cámara de Diputados,Distrito Federal,Representación Proporcional,Público,11,6,,
9218668,José Antonio Salas Valencia,M,PAN,Cámara de Diputados,Michoacán,Representación Proporcional,Público,12,9,,
9218672,Carlos Bello Otero,M,PAN,Cámara de Diputados,Guerrero,Representación Proporcional,Mixto,14,14,,
9218676,Luis Fernando Antero Valle,M,PAN,Cámara de Diputados,Distrito Federal,Representación Proporcional,Público,16,9,,
9218694,Julián Nazar Morales,M,PRI,Cámara de Diputados,Chiapas,Mayoría Relativa,Público,17,15,,
9218696,Enrique Zamora Morlet,M,PVEM,Cámara de Diputados,Chiapas,Mayoría Relativa,Público,14,13,,
9218706,Fernando Quetzalcóatl Moctezuma Pereda,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,16,12,,
9218714,Luis Felipe Vázquez Guerrero,M,PRI,Cámara de Diputados,México,Mayoría Relativa,Mixto,16,16,,
9218716,Alfredo del Mazo Maza,M,PRI,Cámara de Diputados,México,Mayoría Relativa,Mixto,15,15,,
9218726,Xitlalic Ceja García,F,PRI,Cámara de Diputados,Puebla,Mayoría Relativa,Mixto,13,13,,
9218736,Miguel Ángel Sedas Castro,M,PVEM,Cámara de Diputados,NA,Mayoría Relativa,Público,5,4,,
9218738,José Luis Sáenz Soto,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,18,18,,
9218754,Leticia Amparano Gámez,F,PAN,Cámara de Diputados,NA,Mayoría Relativa,Mixto,10,10,,
9218790,Gabriela Ramírez Ramos,F,PAN,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,6,6,,
9218804,Alejandra Gutiérrez Campos,F,PAN,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,11,11,,
9218806,Senador Braulio Manuel Fernández Aguirre,M,PRI,Cámara de Diputados,Coahuila,Primera Minoría,Mixto,2,2,,
9218808,Senador Luis Fernando Salazar Fernández,M,PAN,Cámara de Diputados,Coahuila,Mayoría Relativa,Mixto,12,12,,
9218816,Senador Jorge Luis Preciado Rodríguez,M,PAN,Cámara de Diputados,Colima,Primera Minoría,Público,12,8,,
9218818,Ariel Enrique Corona Rodríguez,M,PAN,Cámara de Diputados,Guanajuato,Mayoría Relativa,Público,11,9,,
9218820,Senador Roberto Armando Albores Gleason,M,PRI,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,14,14,,
9218824,Senador Patricio Martínez García,M,PRI,Cámara de Diputados,Chihuahua,Mayoría Relativa,Público,6,2,,
9218826,Lilia Guadalupe Merodio Reza,F,PRI,Cámara de Diputados,Chihuahua,Mayoría Relativa,Mixto,18,18,,
9218830,Senador Pablo Escudero Morales,M,PVEM,Cámara de Diputados,Distrito Federal,Primera Minoría,Público,13,10,,
9218832,Senador Ismael Alfredo Hernández Deras,M,PRI,Cámara de Diputados,Durango,Mayoría Relativa,Público,15,10,,
9218836,Senador José Rosas Aispuro Torres,M,PAN,Cámara de Diputados,Durango,Primera Minoría,Mixto,11,11,,
9218840,Ana Lilia Herrera Anzaldo,F,PRI,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,18,18,,
9218842,Senador Miguel Ángel Chico Herrera,M,PT,Cámara de Diputados,Guanajuato,Primera Minoría,Público,15,10,,
9218846,Senador Fernando Torres Graciano,M,PAN,Cámara de Diputados,Guanajuato,Mayoría Relativa,Mixto,11,11,,
9218865,Laura Mitzi Barrientos Cano,F,PRI,Cámara de Diputados,México,Mayoría Relativa,Privado,14,16,,
9218871,Miguel Ángel Sulub Caamal,M,PRI,Cámara de Diputados,Campeche,Mayoría Relativa,Mixto,16,16,,
9218883,Bernardino Antelo Esper,M,PRI,Cámara de Diputados,Sinaloa,Mayoría Relativa,Privado,12,13,,
9218886,Santos Garza Herrera,F,PRI,Cámara de Diputados,Coahuila,Mayoría Relativa,Público,8,4,,
9218887,Cesáreo Jorge Márquez Alvarado,M,PVEM,Cámara de Diputados,Hidalgo,Mayoría Relativa,Mixto,17,17,,
9218901,Fidel Almanza Monroy,M,PRI,Cámara de Diputados,México,Mayoría Relativa,Público,16,10,,
9218933,Esdras Romero Vega,M,PRI,Cámara de Diputados,Tamaulipas,Mayoría Relativa,Público,16,14,,
9218938,Fabiola Rosas Cuautle,F,PRI,Cámara de Diputados,Tlaxcala,Mayoría Relativa,Mixto,12,12,,
9218941,Marco Antonio Aguilar Yunes,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,16,16,,
9218943,Antonio Tarek Abdala Saad,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Privado,7,9,,
9218945,Lillian Zepahua García,F,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9218951,Efraín Arellano Núñez,M,PRI,Cámara de Diputados,Nayarit,Mayoría Relativa,Privado,14,16,,
9218957,Pablo Basáñez García,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Privado,12,13,,
9218959,Alfredo Bejos Nicolás,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,17,15,,
9218967,Miguel Ángel González Salum,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Mixto,16,16,,
9218975,Ana Georgina Zapata Lucero,F,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,16,15,,
9218979,José Luis Orozco Sánchez Aldana,M,PRI,Cámara de Diputados,Jalisco,Mayoría Relativa,Público,9,7,,
9218983,Fidel Kuri Grajales,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9218985,Armando Luna Canales,M,PRI,Cámara de Diputados,Coahuila,Mayoría Relativa,Público,15,12,,
9218991,Carlos Gerardo Hermosillo Arteaga,M,PRI,Cámara de Diputados,Chihuahua,Mayoría Relativa,Privado,13,15,,
9219005,Federico Eugenio Vargas Rodríguez,M,PRI,Cámara de Diputados,Nuevo León,Mayoría Relativa,Privado,12,14,,
9219019,Alberto Silva Ramos,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Mixto,7,7,,
9219023,Liborio Vidal Aguilar,M,PRI,Cámara de Diputados,Yucatán,Mayoría Relativa,Mixto,15,15,,
9219029,María Soledad Sandoval Martínez,F,PRI,Cámara de Diputados,Chiapas,Mayoría Relativa,Mixto,12,12,,
9219032,Senador René Juárez Cisneros,M,PRI,Cámara de Diputados,Guerrero,Primera Minoría,Mixto,8,8,,
9219037,Laura Nereida Plascencia Pacheco,F,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,9,9,,
9219038,Senador Omar Fayad Meneses,M,PRI,Cámara de Diputados,Hidalgo,Mayoría Relativa,Público,15,13,,
9219040,Senador David Penchyna Grub,M,PRI,Cámara de Diputados,Hidalgo,Mayoría Relativa,Mixto,14,14,,
9219043,Gabriel Casillas Zanatta,M,PRI,Cámara de Diputados,México,Mayoría Relativa,Mixto,12,12,,
9219048,Senador Arturo Zamora Jiménez,M,PRI,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,15,15,,
9219053,Pablo Gamboa Miner,M,PRI,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Mixto,8,8,,
9219054,Senador José María Martínez Martínez,M,SIN PARTIDO,Cámara de Diputados,Jalisco,Primera Minoría,Público,14,11,,
9219062,Senador José Ascención Orihuela Bárcenas,M,PRI,Cámara de Diputados,Michoacán,Mayoría Relativa,Público,12,11,,
9219071,Lucely del Perpetuo Socorro Alpizar Carrillo,F,PRI,Cámara de Diputados,Yucatán,Mayoría Relativa,Sin Experiencia Detectada,0,0,,
9219077,Yahleel Abdala Carmona,F,PRI,Cámara de Diputados,Tamaulipas,Mayoría Relativa,Privado,15,16,,
9219084,Senador Manuel Humberto Cota Jiménez,M,PRI,Cámara de Diputados,Nayarit,Mayoría Relativa,Mixto,16,16,,
9219085,Andrés Aguirre Romero,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,16,12,,
9219089,Ramón Bañales Arambula,M,PRI,Cámara de Diputados,Jalisco,Mayoría Relativa,Público,14,13,,
9219092,Marcela Guerra Castillo,F,PRI,Cámara de Diputados,Nuevo León,Mayoría Relativa,Público,16,14,,
9219094,Ivonne Liliana Álvarez García,F,PRI,Cámara de Diputados,Nuevo León,Mayoría Relativa,Mixto,14,14,,
9219096,Senador Eviel Pérez Magaña,M,PRI,Cámara de Diputados,Oaxaca,Primera Minoría,Privado,13,14,,
9219099,Fabiola Guerrero Aguilar,F,PRI,Cámara de Diputados,San Luis Potosí,Mayoría Relativa,Mixto,16,16,,
9219110,Blanca María del Socorro Alcalá Ruiz,F,PRI,Cámara de Diputados,Tlaxcala,Mayoría Relativa,Público,9,8,,
9219121,Senador Enrique Burgos García,M,PRI,Cámara de Diputados,Querétaro,Primera Minoría,Mixto,8,8,,
9219125,Senador Francisco Domínguez Servién,M,PAN,Cámara de Diputados,Querétaro,Mayoría Relativa,Mixto,14,14,,
9219127,Leonardo Rafael Guirao Aguilar,M,PVEM,Cámara de Diputados,Chiapas,Mayoría Relativa,Público,8,3,,
9219135,Senador Félix Arturo González Canto,M,PRI,Cámara de Diputados,Quintana Roo,Mayoría Relativa,Público,12,4,,
9219139,Maricela Serrano Hernández,F,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,8,7,,
9219141,Martha Hilda González Calderón,F,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,16,15,,
9219145,Senador Teófilo Torres Corzo,M,PRI,Cámara de Diputados,San Luis Potosí,Primera Minoría,Sin Experiencia Detectada,0,0,,
9219151,Sonia Mendoza Díaz,F,PAN,Cámara de Diputados,San Luis Potosí,Mayoría Relativa,Público,12,11,,
9219153,Senador César Octavio Pedroza Gaitán,M,PAN,Cámara de Diputados,San Luis Potosí,Mayoría Relativa,Mixto,12,12,,
9219155,Senador Aarón Irízar López,M,PRI,Cámara de Diputados,Sinaloa,Mayoría Relativa,Público,13,12,,
9219159,Senador Francisco Salvador López Brito,M,PAN,Cámara de Diputados,Sinaloa,Primera Minoría,Público,15,13,,
9219161,Claudia Artemiza Pavlovich Arellano,F,PRI,Cámara de Diputados,Sonora,Mayoría Relativa,Público,13,7,,
9219178,Remberto Estrada Barba,M,PVEM,Cámara de Diputados,NA,Mayoría Relativa,Mixto,7,7,,
9219194,Susana Corella Platt,F,PRI,Cámara de Diputados,Sonora,Mayoría Relativa,Privado,10,16,,
9219201,Senador Manuel Cavazos Lerma,M,PRI,Cámara de Diputados,Tamaulipas,Primera Minoría,Mixto,10,10,,
9219205,Senador Francisco Javier García Cabeza de Vaca,M,PAN,Cámara de Diputados,Tamaulipas,Mayoría Relativa,Mixto,14,14,,
9219207,Maki Esther Ortiz Domínguez,F,PAN,Cámara de Diputados,Chihuahua,Mayoría Relativa,Privado,11,12,,
9219213,Adriana Dávila Fernández,F,PAN,Cámara de Diputados,Tlaxcala,Primera Minoría,Mixto,15,15,,
9219215,Guadalupe Acosta Naranjo,M,PRD,Cámara de Diputados,Sinaloa,Representación Proporcional,Público,13,10,,
9219225,Agustín Francisco de Asís Basave Benítez,M,PRD,Cámara de Diputados,Nuevo León,Representación Proporcional,Privado,13,17,,
9219245,Julio Saldaña Morán,M,PRD,Cámara de Diputados,Veracruz,Representación Proporcional,Público,16,14,,
9219255,José de Jesús Zambrano Grijalva,M,PRD,Cámara de Diputados,Sonora,Representación Proporcional,Mixto,16,16,,
9219259,Luis Maldonado Venegas,M,PRD,Cámara de Diputados,Veracruz,Representación Proporcional,Público,14,13,,
9219261,Maricela Contreras Julián,F,MORENA,Cámara de Diputados,Distrito Federal,Representación Proporcional,Público,16,14,,
9219265,Cecilia Guadalupe Soto González,F,PRD,Cámara de Diputados,Sonora,Representación Proporcional,Público,14,12,,
9219281,Omar Ortega Álvarez,M,PRD,Cámara de Diputados,Jalisco,Representación Proporcional,Público,13,9,,
9219285,Tomás Octaviano Félix,M,PRD,Cámara de Diputados,México,Representación Proporcional,Público,9,5,,
9219293,David Jiménez Rumbo,M,PRD,Cámara de Diputados,Michoacán,Representación Proporcional,Mixto,11,11,,
9219313,Jesús Ricardo Canavati Tafich,M,PVEM,Cámara de Diputados,Nuevo León,Representación Proporcional,Público,10,6,,
9219319,Lía Limón García,F,PVEM,Cámara de Diputados,Distrito Federal,Representación Proporcional,Mixto,16,16,,
9219323,José Clemente Castañeda Hoeflich,M,MC,Cámara de Diputados,Jalisco,Representación Proporcional,Privado,12,17,,
9219325,Gustavo Adolfo Cárdenas Gutiérrez,M,MC,Cámara de Diputados,Tamaulipas,Representación Proporcional,Público,12,9,,
9219327,María Elena Orantes López,F,MC,Cámara de Diputados,Chiapas,Representación Proporcional,Mixto,15,15,,
9219353,Olga Catalán Padilla,F,PRD,Cámara de Diputados,México,Mayoría Relativa,Mixto,4,4,,
9219357,Arlet Mólgora Glover,F,PRI,Cámara de Diputados,NA,Mayoría Relativa,Mixto,16,16,,
9219363,Armando Soto Espino,M,PRD,Cámara de Diputados,NA,Mayoría Relativa,Público,5,4,,
9219371,Óscar Ferrer Abalos,M,PRD,Cámara de Diputados,Tabasco,Mayoría Relativa,Mixto,16,16,,
9219383,José Alfredo Ferreiro Velazco,M,PES,Cámara de Diputados,Baja California,Representación Proporcional,Público,13,11,,
9219387,Gonzalo Guízar Valladares,M,PES,Cámara de Diputados,Veracruz,Representación Proporcional,Público,11,9,,
9219393,Manuel de Jesús Espino Barrientos,M,SIN PARTIDO,Cámara de Diputados,Durango,Representación Proporcional,Mixto,15,15,,
9219410,Macedonio Salomón Tamez Guajardo,M,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Público,13,12,,
9219414,Luis Ernesto Munguía González,M,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Privado,12,13,,
9219416,Mirza Flores Gómez,F,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Mixto,15,15,,
9219420,María Candelaria Ochoa Ávalos,F,MC,Cámara de Diputados,Jalisco,Mayoría Relativa,Privado,14,17,,
9219428,Víctor Manuel Sánchez Orozco,M,MC,Cámara de Diputados,NA,Mayoría Relativa,Público,16,15,,
9219432,Juan Romero Tenorio,M,MORENA,Cámara de Diputados,Distrito Federal,Mayoría Relativa,Público,16,14,,
9219434,Virgilio Dante Caballero Pedraza,M,MORENA,Cámara de Diputados,Tamaulipas,Mayoría Relativa,Privado,9,16,,
9219436,Jesús Emiliano Álvarez López,M,MORENA,Cámara de Diputados,Tlaxcala,Mayoría Relativa,Privado,11,13,,
9219450,Hernán de Jesús Orantes López,M,PRI,Cámara de Diputados,NA,Mayoría Relativa,Mixto,15,15,,
9219464,Yulma Rocha Aguilar,F,PRI,Cámara de Diputados,NA,Mayoría Relativa,Público,14,11,,
9219466,David Mercado Ruiz,M,PRI,Cámara de Diputados,Guanajuato,Mayoría Relativa,Mixto,16,16,,
9219478,José Antonio Arévalo González,M,PVEM,Cámara de Diputados,Distrito Federal,Representación Proporcional,Público,13,8,,
9219524,Senador Fernando Yunes Márquez,M,PAN,Cámara de Diputados,Veracruz,Primera Minoría,Mixto,6,6,,
9219526,Hugo Alejo Domínguez,M,PAN,Cámara de Diputados,Puebla,Mayoría Relativa,Público,12,11,,
9219528,Senador Daniel Gabriel Ávila Ruiz,M,PAN,Cámara de Diputados,Yucatán,Mayoría Relativa,Privado,13,14,,
9219530,Rosa Adriana Díaz Lizama,F,PAN,Cámara de Diputados,Yucatán,Mayoría Relativa,Público,13,9,,
9219536,Senador José Francisco Yunes Zorrilla,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Público,14,12,,
9219538,Senador Héctor Yunes Landa,M,PRI,Cámara de Diputados,Veracruz,Mayoría Relativa,Público,12,10,,
9219540,Angélica del Rosario Araujo Lara,F,PRI,Cámara de Diputados,Yucatán,Primera Minoría,Mixto,10,10,,
9219542,Elio Bocanegra Ruiz,M,PRD,Cámara de Diputados,Tabasco,Mayoría Relativa,Mixto,13,13,,
9219548,José del Pilar Córdova Hernández,M,PRI,Cámara de Diputados,Tabasco,Mayoría Relativa,Público,16,9,,
9219552,Ricardo David García Portilla,M,PRI,Cámara de Diputados,Tlaxcala,Mayoría Relativa,Mixto,15,15,,
